lat,lon,ele,time,bbox
34.048720,-118.265016,88.03013156633824,2024-04-18 22:19:30,"[-118.98866684764428, 33.32506915235574, -117.54136515235574, 34.77237084764427]"
34.048779,-118.264908,88.0842991033569,2024-04-18 22:19:32,"[-118.98855884764428, 33.325128152355745, -117.54125715235574, 34.77242984764427]"
34.048843,-118.264776,88.46338177938014,2024-04-18 22:19:34,"[-118.98842684764428, 33.32519215235573, -117.54112515235573, 34.77249384764426]"
34.048924,-118.264591,88.52544720564038,2024-04-18 22:19:36,"[-118.98824184764428, 33.325273152355734, -117.54094015235574, 34.772574847644265]"
34.048967,-118.264482,88.48867410607636,2024-04-18 22:19:39,"[-118.98813284764428, 33.32531615235573, -117.54083115235574, 34.77261784764426]"
34.048850,-118.264381,88.28178376797587,2024-04-18 22:19:41,"[-118.98803184764427, 33.32519915235574, -117.54073015235572, 34.77250084764427]"
34.048332,-118.264979,88.6170076848939,2024-04-18 22:19:42,"[-118.98862984764426, 33.32468115235574, -117.54132815235572, 34.77198284764427]"
34.048434,-118.264699,88.56952724605799,2024-04-18 22:19:44,"[-118.98834984764427, 33.32478315235574, -117.54104815235573, 34.772084847644265]"
34.048543,-118.264713,88.87230997998267,2024-04-18 22:19:45,"[-118.98836384764428, 33.32489215235574, -117.54106215235574, 34.77219384764427]"
34.048960,-118.264481,88.91506582219154,2024-04-18 22:19:47,"[-118.98813184764428, 33.32530915235574, -117.54083015235574, 34.772610847644266]"
34.049026,-118.264502,89.60809524077922,2024-04-18 22:19:50,"[-118.98815284764426, 33.32537515235573, -117.54085115235571, 34.77267684764426]"
34.049124,-118.264445,84.6450439253822,2024-04-18 22:20:35,"[-118.98809584764426, 33.325473152355734, -117.54079415235572, 34.772774847644264]"
34.049138,-118.264337,82.25382725894451,2024-04-18 22:20:41,"[-118.98798784764426, 33.325487152355734, -117.54068615235573, 34.772788847644264]"
34.049147,-118.264184,79.72166655771434,2024-04-18 22:20:44,"[-118.98783484764428, 33.32549615235573, -117.54053315235574, 34.77279784764426]"
34.049163,-118.264067,80.19050640705973,2024-04-18 22:20:45,"[-118.98771784764426, 33.325512152355735, -117.54041615235573, 34.772813847644265]"
34.049172,-118.263957,80.56652581691742,2024-04-18 22:20:46,"[-118.98760784764427, 33.32552115235574, -117.54030615235573, 34.772822847644264]"
34.049154,-118.263804,82.53030706290156,2024-04-18 22:20:48,"[-118.98745484764427, 33.325503152355736, -117.54015315235573, 34.77280484764427]"
34.049192,-118.263604,82.25074810534716,2024-04-18 22:20:50,"[-118.98725484764427, 33.32554115235573, -117.53995315235572, 34.77284284764426]"
34.049349,-118.263702,82.8293368909508,2024-04-18 22:20:52,"[-118.98735284764427, 33.32569815235574, -117.54005115235573, 34.772999847644265]"
34.049411,-118.263591,84.53281081654131,2024-04-18 22:20:58,"[-118.98724184764427, 33.325760152355734, -117.53994015235573, 34.773061847644264]"
34.049353,-118.263680,80.83200082276016,2024-04-18 22:21:05,"[-118.98733084764426, 33.32570215235574, -117.54002915235573, 34.77300384764427]"
34.049446,-118.263804,78.73449851665646,2024-04-18 22:21:08,"[-118.98745484764427, 33.32579515235574, -117.54015315235573, 34.77309684764427]"
34.049499,-118.263912,78.75693190004677,2024-04-18 22:21:09,"[-118.98756284764427, 33.32584815235573, -117.54026115235573, 34.77314984764426]"
34.049532,-118.263802,86.39684599079192,2024-04-18 22:21:20,"[-118.98745284764426, 33.325881152355734, -117.54015115235572, 34.773182847644264]"
34.049600,-118.263722,95.74838228616863,2024-04-18 22:21:26,"[-118.98737284764428, 33.32594915235573, -117.54007115235574, 34.77325084764426]"
34.049620,-118.263607,99.35553104244173,2024-04-18 22:21:30,"[-118.98725784764426, 33.32596915235573, -117.53995615235571, 34.77327084764426]"
34.049669,-118.263498,99.38283576723188,2024-04-18 22:21:34,"[-118.98714884764428, 33.326018152355736, -117.53984715235575, 34.77331984764427]"
34.049741,-118.263395,99.08928670361638,2024-04-18 22:21:38,"[-118.98704584764428, 33.32609015235574, -117.53974415235574, 34.77339184764426]"
34.049771,-118.263278,98.3797779083252,2024-04-18 22:21:43,"[-118.98692884764428, 33.326120152355735, -117.53962715235573, 34.773421847644265]"
34.049829,-118.263178,96.63323922548443,2024-04-18 22:21:49,"[-118.98682884764426, 33.32617815235574, -117.53952715235572, 34.77347984764427]"
34.049889,-118.263096,96.16686988901347,2024-04-18 22:21:54,"[-118.98674684764427, 33.326238152355735, -117.53944515235573, 34.773539847644265]"
34.049942,-118.262978,95.73121359664947,2024-04-18 22:22:02,"[-118.98662884764428, 33.326291152355736, -117.53932715235575, 34.77359284764427]"
34.050591,-118.262874,96.2183799566701,2024-04-18 22:22:04,"[-118.98652484764426, 33.32694015235573, -117.53922315235572, 34.77424184764426]"
34.050749,-118.262882,95.85985138639808,2024-04-18 22:22:05,"[-118.98653284764428, 33.32709815235574, -117.53923115235575, 34.77439984764427]"
34.050885,-118.262926,96.09854038059711,2024-04-18 22:22:06,"[-118.98657684764426, 33.327234152355736, -117.53927515235571, 34.774535847644266]"
34.051006,-118.262947,96.29536124598235,2024-04-18 22:22:07,"[-118.98659784764426, 33.327355152355736, -117.53929615235573, 34.774656847644266]"
34.051140,-118.262976,96.2178847650066,2024-04-18 22:22:08,"[-118.98662684764427, 33.32748915235573, -117.53932515235574, 34.77479084764426]"
34.050091,-118.262895,94.13843301404268,2024-04-18 22:22:09,"[-118.98654584764427, 33.32644015235574, -117.53924415235572, 34.77374184764427]"
34.050179,-118.262846,93.78726773802191,2024-04-18 22:22:13,"[-118.98649684764428, 33.326528152355735, -117.53919515235573, 34.773829847644265]"
34.050241,-118.262743,93.55616449937224,2024-04-18 22:22:15,"[-118.98639384764428, 33.326590152355735, -117.53909215235574, 34.773891847644265]"
34.050059,-118.262589,93.6910778619349,2024-04-18 22:22:18,"[-118.98623984764427, 33.32640815235573, -117.53893815235574, 34.77370984764426]"
34.050064,-118.262461,93.44907028414309,2024-04-18 22:22:22,"[-118.98611184764428, 33.326413152355734, -117.53881015235574, 34.773714847644264]"
34.050143,-118.262225,93.32576667331159,2024-04-18 22:22:27,"[-118.98587584764427, 33.32649215235573, -117.53857415235572, 34.773793847644264]"
34.050200,-118.262113,93.51339951623231,2024-04-18 22:22:29,"[-118.98576384764428, 33.32654915235573, -117.53846215235573, 34.77385084764426]"
34.050102,-118.262227,85.37055172212422,2024-04-18 22:22:32,"[-118.98587784764428, 33.32645115235574, -117.53857615235573, 34.77375284764427]"
34.050791,-118.261609,89.22820676583797,2024-04-18 22:23:08,"[-118.98525984764427, 33.32714015235573, -117.53795815235573, 34.77444184764426]"
